prid,title,location,time_published,price,area,price_per_m2,bedrooms,bathrooms,agent_name,product_url,agent_avatar,main_image,other_images,description
38954456,"Đất mặt tiền 22,8m - Ngay ngã 5 Dambri - 200m2 thổ cư - đường nhựa 8m, khu dân cư đông đúc","Bảo Lâm, Lâm Đồng",06/01/2024,"1,35 tỷ",500 m²,"2,7 tr/m²",,,‎Tấn Minh,https://batdongsan.com.vn/nha-dat-ban/ban-dat-xa-loc-tan/-mat-tien-22-8m-ngay-nga-5-dambri-200m2-tho-cu-duong-nhua-8m-khu-dan-cu-dong-duc-pr38954456,,,[],"Ngộp ngân hàng gia đình cần bán các lô đất ở Thôn 4 - Lộc Tân, Bảo Lâm, Lâm Đồng. Sổ sách đầy đủ, xây dựng thoải mái. Mặt tiền dường nhựa. Đã có vài căn nhà xây bên cạnh đang cho thuê homestay (ảnh đính kèm). Khu dân cư đông đúc, gần ngã năm Đambri. Gần các địa điểm tham quan nổi tiếng: Tu viện Bát Nhã, đồi chè Tâm Châu, thác Dambri... Cách trung tâm Bảo Lộc 8km."
38954434,"Gia đình cần bán nhà 3 ngủ, 6 tầng, phố Tây Sơn, Q. Đống Đa, 1.73 tỷ","Đống Đa, Hà Nội",06/01/2024,"1,73 tỷ",12 m²,"144,17 tr/m²",,,‎Dũng Đức,https://batdongsan.com.vn/nha-dat-ban/ban-nha-rieng-duong-tay-son-phuong-quang-trung/gia-dinh-can-ban-3-ngu-6-tang-pho-q-dong-da-1-73-ty-pr38954434,,,[],"Nhà nằm trong ngõ thông, trước nhà xe máy tránh. Nhà diện tích trên sổ 7m², thực tế xây dựng 12m2x6 tầng. T1: Để xe, 1wc. T2, 3, 4: 3 phòng ngủ. T5: Bếp, 1 wc. T6: Sân thượng. Nhà ở gần các trường đại học lớn như đại học Thuỷ Lợi, học viện Ngân Hàng. Nối thông các tuyến phố như Chùa Bộc, Thái Hà, Thái Thịnh, Nguyễn Lương Bằng, đường Láng. SĐCC, vuông đẹp, sẵn sàng giao dịch. Chủ nhiều nhà nên bán bớt. Vui lòng liên hệ để được xem nhà miễn phí. Mi..."
38880773,"Bán nhanh biệt thự trên không Mỹ Tú Cảnh Quan Phú Mỹ Hưng Quận 7, DT 296m2, giá 17 tỷ","Quận 7, Hồ Chí Minh",06/01/2024,17 tỷ,296 m²,"57,43 tr/m²",4,3,‎Ngô Thế,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-ly-long-tuong-phuong-tan-phong-9-prj-my-tu-1/ban-nhanh-tren-khong-canh-quan-phu-hung-quan-7-dt-250m2-gia-17-ty-pr38880773,,,[],Bán nhanh biệt thự trên không Mỹ Tú Cảnh Quan Phú Mỹ Hưng Quận 7. DT: 296 m².Nhà đẹp ngay khu trung cảnh đồi cầu Ánh Sao. Giá siêu hấp dẫn nhất Phú Mỹ Hưng.Giá: 17 tỷ.LH Xem nhà: 0909 521 ***
38954158,"Chính chủ cần tiền bán gấp nhà mới xây 243/15/ Mã Lò, Bình Trị Đông A, Bình Tân","Bình Tân, Hồ Chí Minh",06/01/2024,"5,8 tỷ","50,85 m²","114,06 tr/m²",4,6,‎Vũ Văn Cương,https://batdongsan.com.vn/nha-dat-ban/ban-nha-rieng-duong-ma-lo-phuong-binh-tri-dong-a/chinh-chu-cn-tien-bn-gp-moi-xy-243-15-tn-pr38954158,,,[],"Chính chủ cần tiền bán gấp nhà 243/15/ Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh. Diện tích: 4,5x11,3m. Kết cấu: 4,5 tấm, 1 trệt, 1 lửng, 3 lầu. Nhà 4 phòng ngủ, 6WC, Gara oto, phòng khách, phòng bếp, phòng giặt, phòng thờ, sân trước - sau. Nhà trang trí nội thất cao cấp, đầy đủ. Sổ hồng riêng, nhà mới xây, thiết kế đẹp, hiện đại, sang trọng. Khu dân cư cao cấp sầm uất, gần bệnh viện Bình Tân, gần trường học cấp 1,2.3..., giao thông đi lại th..."
38954375,"Chủ nhà Cần bán nhanh căn hộ 1PN + Vinhomes Ocean Park 43m2. Nội thất chủ đầu tư, giá 1450 bao phí.","Gia Lâm, Hà Nội",06/01/2024,"1,45 tỷ",43 m²,"33,72 tr/m²",1,1,‎Nguyễn Thị Nhung,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chu-nha-ban-nhanh-1pn-vinmes-43m2-noi-that-chu-dau-tu-1450-bao-phi-pr38954375,,,[],"Cần bán nhanh căn hộ 1PN + Vinhomes Ocean Park. Diện tích 46m². Diện tích sử dụng: 43 m². Hướng ban công Tây Nam. Tầng thấp, view thoáng đẹp. Nội thất chủ đầu tư, giá 1.45 tỷ bao phí."
38877783,Cần bán nhanh biệt thự Phú Gia LH 0909 521 ***,"Quận 7, Hồ Chí Minh",06/01/2024,86 tỷ,317 m²,"271,29 tr/m²",5,,‎Ngô Thị Hồng Thế,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-ha-huy-tap-phuong-tan-phong-9-prj-khu-biet-thu-phu-gia/can-ban-nhanh-lh-pr38877783,,,[],"Biệt thự Phú Gia DT: 317 m². Giá: 86 tỷ TL mạnh cho người thiện chí. Đặc biệt khu bảo vệ riêng, 1 hầm 2 lầu. DTXD trên 500 m². Nhà 5 phòng ngủ nội thất cao cấp.Liên hệ: 0909 521 ***"
38954293,"Bán sàn thương mại kinh doanh tòa nhà Viwaseen Tower, Tố Hữu, Nam Từ Liêm. Có thể tách lẻ từng sàn","Nam Từ Liêm, Hà Nội",06/01/2024,"87,25 tỷ",1.745 m²,50 tr/m²,,,‎Lương Giang,https://batdongsan.com.vn/nha-dat-ban/ban-loai-bat-dong-san-khac-duong-to-huu-phuong-trung-van-prj-viwaseen-tower/can-ban-thuong-mai-kinh-doanh-tai-de-a-nha-wer-48-nam-tu-liem-pr38954293,,,[],"Cần bán sàn thương mại kinh doanh tại đế tòa nhà Viwaseen Tower, 48 Tố Hữu, phường Trung Văn, quận Nam Từ Liêm, Hà Nội. - Là khu trung tâm sầm uất. - Tập trung nhiều Ngân hàng, nhà hàng, cafe nổi tiếng và showroom. - Vị trí vàng tập trung 100% các doanh nghiệp, các công ty trong và ngoài nước. - Diện tích các sàn: Tầng 1: 1745 m². Tầng 2: 1752 m². Tầng 3: 1892 m². - Chính chủ sổ đỏ. Thời hạn sử dụng 50 năm. - Hiện đang cho thuê full. Dòng tiền tă..."
38939900,"Giỏ hàng Suncosmo Panoma 2 tháng 1.2024 CĐT Sun Group, mặt tiền sông Hàn, chiết khấu 20.5%","Ngũ Hành Sơn, Đà Nẵng",06/01/2024,"4,1 tỷ","76,08 m²","53,89 tr/m²",2,2,‎Nguyễn Thị Thu Hồng,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-tran-thi-ly-phuong-my-an-prj-sun-cosmo-residence/gio-hang-panoma-2-thang-1-2024-cdt-group-mat-tien-song-han-chiet-khau-20-5-pr38939900,https://file4.batdongsan.com.vn/resize/200x200/2023/12/11/20231211103558-30bf.jpg,,[],"Sở hữu căn hộ 4 mặt tiền The Panoma view sông Hàn Đà Nẵng đẹp lung linh giá trực tiếp CĐT không qua trung gian.Vị trí căn hộ: Trực diện sông Hàn giao các trục đường lớn: Trần Thị Lý - Trần Hưng Đạo - Ngô Quyền Nguyễn Văn Thoại, Ngũ Hành Sơn, TP. Đà Nẵng. Chủ đầu tư: Tập đoàn Sun Group.- Nhận chính sách ưu đãi tháng 1 lên đến 20.5%. - Hỗ trợ 0% lãi suất đến 30 tháng.+ Căn Studio: Diện tích 28.6- 40m²: Giá từ 2,5 đến 2,8 tỷ. + Căn 1 phòng ngủ: Diện..."
38954146,"Chính chủ bán đất phân lô ôtô trung tâm 75 Lai Xá - Hoài Đức 70m2, MT 4,6m, 70tr/m2, LH: 0888 486 ***","Hoài Đức, Hà Nội",06/01/2024,"4,9 tỷ",70 m²,70 tr/m²,,,‎Trần Minh,https://batdongsan.com.vn/nha-dat-ban/ban-dat-duong-van-xuan-xa-kim-chung-1/chinh-chu-ban-manh-dep-trung-tam-75-lai-hoai-duc-70m2-mt-4-6m-gia-tot-lh-pr38954146,https://file4.batdongsan.com.vn/resize/200x200/2020/05/06/20200506210146-765a.jpg,,[],"Chính chủ bán mảnh đất đẹp trung tâm 75 Lai Xá 70m², MT 4,6m giá tốt. LH: 0888 486 *** - Vị trí: Khu trung tâm 75 tổng cục 2 cạnh khu đất dịch vụ Lai Xá, chung cư Newteco, Newcity, cách đường Vành đai 3.5 chỉ mấy trăm mét. - Diện tích: 70m², mặt tiền 4,6m, hướng Bắc. - Sổ đỏ vuông vắn, đường trước nhà 5m, ô tô tránh nhau thoải mái. Cách đường 32 chỉ 200m. Khu phân lô bàn cờ, khu cán bộ tổng cục 2 an ninh đảm bảo, cư dân văn minh. - Sổ đỏ chính chủ..."
38954053,"Giỏ hàng 10 căn độc quyền giá tốt từ CĐT, view sông Sài Gòn vĩnh viễn đẹp, C/S khủng CK đến 17%","Quận 2, Hồ Chí Minh",06/01/2024,"7,2 tỷ",105 m²,"68,57 tr/m²",3,,‎Tổng Đại Lý Bán Hàng,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/gio-hang-10-doc-quyen-gia-tot-tu-cdt-view-song-sai-gon-vinh-vien-dep-c-s-khung-ck-den-17-pr38954053,https://file4.batdongsan.com.vn/resize/200x200/2022/04/20/20220420192426-675d.jpg,,[],* Cơ hội vàng sở hữu BĐS hiếm của tập đoàn Mapletree - Singapore tại trung tâm Quận 2 với chiết khấu từ cao tuỳ căn. Liên hệ ngay Hotline: 0966 506 *** - Mr. Thái - PKD One Verandah.* Uy tín - chuyên nghiệp - tận tâm giúp quý khách hàng có được sự lựa chọn tốt nhất cho các khoản đầu tư của mình là phương châm nghề nghiệp của em.* Tiềm năng sinh lời One Verandah: - Được đầu tư và phát triển bởi tập đoàn Mapletree - Singapore. - Hội tụ những giá tr...
38293561,"Chính chủ bán nhà mặt tiền kinh doanh ngay chợ Bình Triệu, cách Gigamall 500m - Hiệp Bình Chánh TĐ","Thủ Đức, Hồ Chí Minh",06/01/2024,"7,5 tỷ",60 m²,125 tr/m²,4,4,‎Ngọc Nhân,https://batdongsan.com.vn/nha-dat-ban/ban-nha-rieng-phuong-hiep-binh-chanh/chuyen-khu-ben-song-pham-van-dong-gigamall-hbc-hbp-truc-ql13-van-phuc-city-thu-duc-pr38293561,https://file4.batdongsan.com.vn/resize/200x200/2022/05/31/20220531150300-f81f.jpg,,[],"Chính chủ bán nhà mặt tiền kinh doanh - ngay chợ Bình Triệu Quốc Lộ 13 - đối diện đại học Luật cách Gigamall 500m - Hiệp Bình Chánh - Thủ Đức:* Khu vực nhiều tiện ích: Ngay QL13, sát bên chợ Bình Triệu, gần Đại Học, Giáp Phạm Văn Đồng và Bình Thạnh, TTTM Gigamall... Di chuyển ra sân bay chỉ từ 15 phút. Đầu tư cho thuê từ 18 triệu / tháng.* Kết cấu: 1 trệt, 1 lửng, 2 lầu + mái đúc BTCT. Gồm 4 phòng ngủ, 4 toilet, có phòng bếp, phòng khách, phòng t..."
37682289,Bán cắt lỗ căn LK 99m2 và shophouse 75m2 giảm sâu so thị trường giá 19 tỷ. LH: 0986 786 ***,"Hoàng Mai, Hà Nội",06/01/2024,19 tỷ,75 m²,"253,33 tr/m²",5,5,‎Lê Quân,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-dai-kim-prj-the-manor-central-park/ban-cat-lo-can-lk-99m2-va-shophouse-75m2-giam-sau-so-thi-truong-gia-20-ty-pr37682289,https://file4.batdongsan.com.vn/resize/200x200/2023/12/14/20231214205327-0f29.jpg,,[],"Chính chủ cần tiền gửi bán gấp 2 căn tại dự án The Manor Central Park Nguyễn Xiển, CĐT Bitexco: - Liền kề: DT 99m², mặt tiền 6,6m XD 4 tầng - nhà vườn cực hiếm tại dự án. Đã có sổ đỏ. Giảm sâu 5 tỷ so với thị trường cần bán gấp tháng này. - Shophouse 75m² view công viên, vườn hoa, phố đi bộ cực đẹp. Giá bán: 19 tỷ - liên hệ xem nhà: 0986 786 ***Miễn TG, MG)."
38227127,Bảng hàng chuyển nhượng giá tốt nhất tại dự án Hinode Royal Park,"Hoài Đức, Hà Nội",06/01/2024,Giá thỏa thuận,100 m²,,,,‎Trần Quân,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/can-ban-can-shophouse-lk26-30m-du-an-park-pr38227127,https://file4.batdongsan.com.vn/resize/200x200/2022/12/12/20221212133102-d3b1.jpg,,[],"Cần bán 1 số căn shophouse LK (miễn trung gian).Hoa hậu mặt đường 33m LK19 - thiết kế Anh Quốc. - Diện tích: 100m². - Hướng: Tây Bắc. - Đường trước nhà: 33m - tình trạng: 5 tầng, - Pháp lý: Hợp đồng mua bán. - Giá: 12x tỷ.- LK 3 Phong cách Hy Lạp. - Diện tích: 90m. - Hướng: Đông Nam. - Đường trước nhà: 12m. - Tình trạng: Đang xây thô. - Pháp lý: HĐMB. - Giá: 7, x tỷ.LK 22 - Diện tích: 90m thiết kế Anh Quốc (phố đi bộ). - Hướng: Đông Bắc. - Đường ..."
33142814,"Bán lỗ gấp nhiều biệt thự - shophouse Vinhomes, vị trí đẹp giá tốt nhất T1/2024","Quận 9, Hồ Chí Minh",06/01/2024,21 tỷ,200 m²,105 tr/m²,4,4,‎Đăng Khoa,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-phuong-long-thanh-my-prj-vinhomes-grand-park/quy-can-dep-nhat-gia-tot-nhat-t4-2022-htls-2023-lh-0898800822-pr33142814,,,[],"* Chuyên bán biệt thự, nhà phố và tất cả các sản phẩm trong dự án Vinhomes Grand Park - Quận 9 - Thành phố Thủ Đức. - Giá tốt nhất, phù hợp với nhu cầu. - Vị trí đẹp. - Tiềm năng tăng giá cao. - Thủ tục nhanh gọn, rõ ràng.* Gọi ngay: 0938 703 ***Zalo, Viber... ) E. Khoa cập nhật thị trường miễn phí xem nhà thực tế 24/7.Em gửi thông tin 1 số căn thị trường đang rao bán, giá bán đã bao gồm chi phí trong quá trình chuyển nhượng. * (Ngoài ra bên em c..."
37720024,"PKD bán quỹ căn đập thông+2,3PN độc quyền, cắt lỗ chung cư Vinhomes Green Bay, hotline: 0919 696 ***","Nam Từ Liêm, Hà Nội",06/01/2024,Giá thỏa thuận,142 m²,,3,2,‎Ngô Quang Phường,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-prj-vinhomes-green-bay-me-tri/ban-hang-ngoai-giao-va-chuyen-nhuong-vinmes-dt-tu-70-200m2-lh-0919696961-pr37720024,https://file4.batdongsan.com.vn/resize/200x200/2023/12/25/20231225122952-a5c3.jpg,,[],"Quỹ căn có thiết kế từ 2 phòng ngủ, 3 phòng ngủ và đập thông đều đã có sổ hồng lâu dài, sang tên ngay và hỗ trợ vay ngân hàng nhanh nhất nếu quý khách cần. (Toà G1): - Căn đập thông 01 + 22 DT: 126m², full nội thất hướng Tây Nam bán 7 tỷ. - Căn đập thông 05 - 05A DT: 126m², full nội thất, tầng trung giá: 7,9 tỷ. - Căn đập thông 16 17 138m² hướng đông nam tầng trung full nt. Giá: 9 tỷ. - Căn 17 - 18 DT: 135m², hướng Đông Nam, full nội thất giá: 8,..."
38907003,"Bán nhà mặt đường La Thành, diện tích 110m2, mặt tiền 4,8m, vị trí trung tâm - MTG","Ba Đình, Hà Nội",06/01/2024,Giá thỏa thuận,110 m²,,,,‎Đặng Mạnh Quyền,https://batdongsan.com.vn/nha-dat-ban/ban-nha-mat-pho-duong-de-la-thanh_1-phuong-giang-vo/ban-thanh-dien-tich-110m2-tien-4-8m-vi-tri-trung-tam-mtg-pr38907003,,,[],"Tôi chính chủ cần bán nhà mặt đường La Thành 04 tầng đã trừ diện tích mở đường quy hoạch ổn định. Diện tích: 110 m², mặt tiền 4,8m. Giấy phép xây dựng 1 hầm 8 tầng có thể xây ngay khi giải tỏa đường. Vị trí: Thuộc tuyến phố trung tâm, giao thông đi lại sầm uất, cách hội trợ triển lãm giảng võ 700 mét cách chợ Thành công 1 km,... Rất phù hợp để ở và kinh doanh. Giá bán: Thỏa thuận, miễn trung gian. Liên hệ: A Cường 0902 221 ***"
38953688,Bán toà CHDV 8 tầng Hồ Đắc Di - 30m ra phố - DT 100tr/tháng - 2 thoáng vĩnh viễn - pccc - 13.2 tỷ,"Đống Đa, Hà Nội",06/01/2024,"13,2 tỷ",66 m²,200 tr/m²,13,13,‎Tiến Đạt,https://batdongsan.com.vn/nha-dat-ban/ban-nha-rieng-duong-ho-dac-di-phuong-nam-dong/ban-toa-chdv-8-tang-30m-ra-p-dt-100tr-thang-2-tang-vinh-vien-pccc-13-2-ty-pr38953688,,,[],"Bán toà chdv 8 tầng thang máy Hồ Đắc Di - 30m ra phố - dt 100tr/tháng - 2 thoáng vĩnh viễn - pccc - 13.2 tỷ.Siêu phẩm đón Tết - 13 phòng khép kín - 1n1k - phòng nào cũng có ban công rộng, thoáng vĩnh viễn.Khu vực trung tâm, ngõ thông, 3 bước ra hồ. Vị trí cực kì đắc địa.Cho thuê 7.5tr/ phòng/ tháng. DT 100tr/ tháng.Trang bị đầy đủ thiết bị hiện đại. Thang máy êm ru, hệ thống PCCC đẳng cấp, GPXD đầy đủ. Thiết bị các phòng đầy đủ, chỉ việc vận hành..."
38286076,Chính thức mở bán căn hộ The Panoma 2 mặt tiền sông Hàn Đà Nẵng - Chiết khấu lên đến 19.5%,"Ngũ Hành Sơn, Đà Nẵng",06/01/2024,"2,3 tỷ",50 m²,46 tr/m²,2,1,‎Thanh Nga,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-tran-thi-ly-phuong-my-an-prj-sun-cosmo-residence/chinh-thuc-mo-ban-the-panoma-2-mat-tien-song-han-da-nang-chiet-khau-len-den-19-5-pr38286076,https://file4.batdongsan.com.vn/resize/200x200/2023/09/12/20230912093600-04ca.jpg,,[],"Chủ đầu tư Sun Group mở bán 2 tòa căn hộ cao cấp The Panoma bên bờ sông Hàn thành phố Đà Nẵng. - Nằm ngay lõi trung tâm của thành phố, tầm view panaroma 360 nhìn toàn cảnh thành phố Đà Nẵng xinh đẹp. - Thông thẳng ra bãi tắm Mỹ Khê chỉ mất 1km qua đường Nguyễn Văn Thoại. - Phân khúc căn hộ cao cấp với thiết kế và tiện ích nổi bật: Tất cả bao phủ bởi kính bản rộng giúp tầm view rộng hơn, dành không gian 4 tầng làm tiện ích. - Chính sách chiết khấu..."
38953687,Sốt sình sịch căn shop Grand World Hà Nội Ocean Park giá cũ của CĐT rẻ hơn 25% tại K-Town Hàn Quốc,"Văn Giang, Hưng Yên",06/01/2024,Giá thỏa thuận,120 m²,,,,‎Phạm Ngọc Nam,https://batdongsan.com.vn/nha-dat-ban/ban-shophouse-nha-pho-thuong-mai-xa-nghia-tru-prj-mega-grand-world-ha-noi/sot-sinh-sich-can-shop-grandworld-oceanpark-gia-cu-cua-cdt-re-hon-25-tai-k-town-n-quoc-pr38953687,,,[],Lãi suất tiết kiệm giảm mạnh? Đầu tư gì để có dòng tiền bền vững. Vị trí đắc địa kim cương tại Vinhomes Ocean City. Một Hàn Quốc thu nhỏ ngay tại Hà Nội!Bên em đang có các căn vị trí Hiếm - VIP Mặt Quảng Trường 12.500m². Toàn bộ hàng độc quyền cam kết giá cũ rẻ hơn so với CĐT tới 20%.CĐT tặng KH ngay 01 xe Vinfast VF8 - VF9.* DT: 120m² - 140m² - 150m² - 170m² - 270m². * Khu duy nhất được Kinh doanh 24/7 - Cạnh 24 tòa Chung cư. * Thiết kế Đẹp - Độ...
37577402,Cắt lỗ bán 1860m2 thổ cư SHR 190 triệu (giá 100%) cách chợ 400m ở giữa 3 kcn dân đông,"Chơn Thành, Bình Phước",06/01/2024,190 triệu,1.860 m²,"102,15 nghìn/m²",,,‎Thái Vỹ,https://batdongsan.com.vn/nha-dat-ban/ban-dat-duong-quoc-lo-13-phuong-hung-long/ket-von-nen-ban-le-4-tong-1200m2-tho-cu-chi-voi-195-trieu-shr-cach-kcn-700m-dan-cu-dong-duc-pr37577402,https://file4.batdongsan.com.vn/resize/200x200/2023/08/16/20230816134256-57cc.jpg,,[],"Kẹt vốn làm ăn nên tôi cần bán gấp 4 mảnh đất ngay chợ cách 400m.Diện tích 1860m² sẵn thổ cư. Lên full vẫn được.Giá 190 triệu (giá 100%) /sổ hồng riêng. Tôi bao mọi chi phí sang tên.(Ngân hàng thẩm định đất tôi 250 triệu nên không sợ mua hớ giá. Ngân hàng VCB, VCB VPB cho vay 100 - 150 triệu, tháng đóng 1 triệu).Đường 12m xe hơi ra vào thoải mái, điện trước đất.Nằm giữa 3 KCN lớn hiện hữu, công nhân đông, ai gần khu này sẽ biết.Đất ngay khu dân c..."
38882038,Masteri Thảo Điền - Cập nhật rổ hàng 1/2024 - Cam kết rẻ hơn thị trường 300tr. LH 0909 221 *** Thuý,"Quận 2, Hồ Chí Minh",06/01/2024,"4,05 tỷ",64 m²,"63,28 tr/m²",2,2,‎Ngọc Thúy Masteri,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/-cap-nhat-ro-hang-1-2024-cam-ket-gia-tot-nhat-thi-truong-lh-thuy-pr38882038,https://file4.batdongsan.com.vn/resize/200x200/2023/12/26/20231226094229-71f8.jpg,,[],"PKD Masteri Thảo Điền xin tổng hợp giỏ hàng chuyển nhượng view đẹp giá tốt, cắt lỗ tại dự án.LH tư vấn nhanh: 0909 221 *** Thuý.* Nắm key hầu hết các căn rao bán - xem nhà 24/7. * Liên tục cập nhật các căn hộ giá tốt nhất hàng tuần, hàng tháng cho quý anh/chị khách hàng đang quan tâm mua căn hộ Masteri Thảo Điền. * Ở đâu giá rẻ, em có giá rẻ hơn. * Cam kết: Giá rẻ hơn thị trường, trả sát giá chủ nhà. Miễn sao khách hàng ưng ý, em sẽ đưa mức giá t..."
38953372,"Bán nhà riêng chính chủ không qua trung gian 54m2, Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội","Nam Từ Liêm, Hà Nội",06/01/2024,"6,35 tỷ",54 m²,"117,59 tr/m²",6,4,‎C Thảo,https://batdongsan.com.vn/nha-dat-ban/ban-nha-rieng-duong-phu-do-phuong-phu-do/ban-chinh-chu-khong-qua-trung-gian-54m-ong-nam-tu-liem-ha-noi-pr38953372,,,[],"Chính chủ không qua trung gian cần bán nhà Tổ 1, Phú Đô, Nam Từ Liêm, Hà Nội. Oto đỗ gần cách 10m, ô tô tránh nhau khoảng 30m, 300m ra mặt phố Lê Quang Đạo. Nhà tự xây móng chắc chắn, chồng thêm 3 tầng tăng dòng tiền cho thuê.Gần trường tiểu học Phú Đô, chợ, bệnh viện. Cách sân Mỹ Đình - TT đào tạo bóng đá trẻ khoảng 1km. Khu vực dân cư đông đúc, tiện ích vô biên. Nhà tự xây để ở nên vật liệu chọn loại tốt nhất rất kiên cố, quý khách mua có điều ..."
38797445,Bảng hàng chuyển nhượng Sunshine City 1PN - 2PN - 3PN - Duplex - mới nhất T1/2024 đảm bảo còn hàng,"Bắc Từ Liêm, Hà Nội",06/01/2024,"4,5 tỷ",98 m²,"45,92 tr/m²",3,2,‎Thanh Dung,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/bang-hang-chuyen-nhuong-1pn-2pn-3pn-duplex-moi-nhat-t12-2023-dam-bao-con-hang-pr38797445,https://file4.batdongsan.com.vn/resize/200x200/2023/12/21/20231221160440-97e4.jpg,,[],"Đơn vị chuyên chuyển nhượng chung cư Sunshine City Ciputra. - Cam kết giá tốt nhất. - Làm thủ tục sang tên nhanh chóng. - Có mặt tại dự án 24/7 để dẫn khách đi xem căn hộ. - Hỗ trợ, tư vấn thủ tục vay ngân hàng. - Hỗ trợ xóa chấp, thế chấp ngân hàng. - Dịch vụ công chứng tận nơi không phát sinh chi phí đi lại. Hotline: 0878 660 *** tư vấn 24/7.Quỹ căn tòa S1 + S2. Căn 2 phòng ngủ: - Căn 08 - S2 (80m) giá 3,7tỷ full nội thất có sổ - View sông Hồng..."
38917781,Rổ hàng Bcons Garden căn 2pn giá bán 1tỷ230 bao thuế phí sang tên sổ hồng,"Dĩ An, Bình Dương",06/01/2024,"1,23 tỷ",45 m²,"27,33 tr/m²",2,1,‎Vũ Phong,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-pham-huu-lau-phuong-di-an-prj-bcons-garden/ro-hang-2pn-gia-ban-1ty230-bao-thue-phi-sang-ten-so-hong-pr38917781,https://file4.batdongsan.com.vn/resize/200x200/2023/10/09/20231009235225-7a1e.jpg,,[],"Rổ hàng sang nhượng Bcons Garden. Giá bán đã có sổ hồng. - 2PN1WC 43m² 1tỷ230. - 2PN2WC căn logia 56m² 1ty370. - 2PN2WC căn bìa có ban công 1ty500. - 2PN2WC góc 58m² 1ty500. - 2PN2WC góc 63m² 1ty590. - 3pn2wc góc 69,34m² 1ty730. Tài chính 250tr sở hữu ngay, ngân hàng cho vay tối đa 1ty3. Trả góp 7,5tr/tháng. Vị trí: Ngã ba Lý Thường Kiệt và Phạm Hữu Lầu, KP Thống Nhất 1, P Dĩ An, TP Dĩ An, Bình Dương.Pháp lý: Sổ hồng sở hữu lâu dài.Tổng quan dự á..."
25757467,"Bán đất Tiến Thành, Kê Gà, đường Lạc Long Quân, 719B, Hàm Kiệm, Hòn Lan, 719. LH: 0986 707 ***","Phan Thiết, Bình Thuận",06/01/2024,Giá thỏa thuận,1.000 m²,,,,‎Hiệp,https://batdongsan.com.vn/nha-dat-ban/ban-dat-duong-lac-long-quan-xa-tien-thanh-1/ban-hon-do-au-co-van-xuan-lh-0986707476-pr25757467,https://file4.batdongsan.com.vn/resize/200x200/2022/02/07/20220207083216-8de8_wm.png,,[],"Bán đất Hàm Kiệm - Tiến Thành giá tốt. Vị trí đẹp ngay Novaworld và công viên biển. Mặt tiền 719B, đường dẫn cao tốc Hàm Kiệm - Tiến Thành tuyến đường chính kết nối Sài Gòn xuống Phan Thiết. Tiện kinh doanh nghỉ dưỡng, homestay, hotel, kho xưởng. Sổ đỏ chính chủ. LH 0986 707 *** Hiệp (zalo). Mua bán kí gửi nhà đất Phan Thiết, Bình Thuận.* Mặt tiền Lạc Long Quân. - 183m² có 100m² thổ cư, MT 8.5m đối diện công viên biển Nova giá 6.5 tỉ. - 2922m² có 3..."
